"season","from","to","weight"
4,"Monica","The Girls",1
4,"Monica","The Singing Man",1
4,"Monica","The Waiter",2
4,"Monica","Tim",2
4,"Mr. Burgin","Mrs. Burgin",2
4,"Mr. Burgin","Rachel",2
4,"Mr. Posner","Mrs. Lynch",1
4,"Mr. Posner","Rachel",1
4,"Mr. Simon","Mrs. Potter",1
4,"Mr. Simon","Phoebe",1
4,"Mr. Simon","Rick",1
4,"Mr. Treeger","Phoebe",1
4,"Mr. Treeger","Rachel",2
4,"Mr. Treeger","Ross",1
4,"Mr. Waltham","Rachel",4
4,"Mrs. Burgin","Rachel",2
4,"Mrs. Chatracus","Rachel",1
4,"Mrs. Lynch","Rachel",2
4,"Mrs. Lynch","Sophie",1
4,"Mrs. Potter","Phoebe",1
4,"Mrs. Potter","Rick",1
4,"Ms. Lambert","Ross",1
4,"Nurse","Rachel",1
4,"Older Scientist","Ross",1
4,"Older Scientist","Tour Guide",1
4,"Peter","Tony",1
4,"Phoebe","Phoebe Sr",2
4,"Phoebe","Phoebe Sr.",3
4,"Phoebe","Rachel",62
4,"Phoebe","Rick",2
4,"Phoebe","Ross",51
4,"Phoebe","The Cigarette Guy",1
4,"Phoebe","Tim",1
4,"Phoebe","Ursula",1
4,"Phoebe Sr","Rachel",1
4,"Rachel","Ross",67
4,"Rachel","Sophie",2
4,"Rachel","The Cigarette Guy",1
4,"Rachel","The Girls",1
4,"Rachel","The Singing Man",1
4,"Rachel","Tim",1
4,"Ross","Susan",2
4,"Ross","The Conductor",1
4,"Ross","The Doctor",1
4,"Ross","The Girls",1
4,"Ross","The Stripper",2
4,"Ross","Tim",1
4,"Ross","Tour Guide",2
4,"Ross","Woman",1
4,"Ross","Woman On Train",1
4,"The Conductor","Woman On Train",1
5,"A Drunken Gambler","Chandler",1
5,"A Drunken Gambler","Drunken Gambler",1
5,"A Drunken Gambler","Monica",1
5,"A Drunken Gambler","The Croupier",1
5,"A Female Student","Monica",1
5,"A Female Student","Phoebe",1
5,"Alice","Chandler",1
5,"Alice","Dan",1
5,"Alice","Dr. Harad",1
5,"Alice","Frank",1
5,"Alice","Joey's Doctor",1
5,"Alice","Monica",1
5,"Alice","Phoebe",1
5,"Alice","Rachel",1
5,"Ben","Carol",1
5,"Ben","Chandler",2
5,"Ben","Joey",2
5,"Ben","Monica",1
5,"Ben","Phoebe",2
5,"Ben","Rachel",1
5,"Ben","Ross",2
5,"Big Nosed Rachel","Chandler",1
5,"Big Nosed Rachel","Fat Monica",1
5,"Big Nosed Rachel","Monica",1
5,"Big Nosed Rachel","Mr. Geller",1
5,"Big Nosed Rachel","Mrs. Geller",1
5,"Big Nosed Rachel","Ross",1
5,"Blackjack Dealer","Chandler",1
5,"Blackjack Dealer","Joey",1
5,"Blackjack Dealer","Phoebe",1
5,"Bob","Phoebe",1
5,"Caitlin","Chandler",3
5,"Caitlin","Grandma Tribbiani",1
5,"Caitlin","Joey",2
5,"Caitlin","Monica",2
5,"Caitlin","Phoebe",2
5,"Caitlin","Rachel",3
5,"Caitlin","Ross",3
5,"Carol","Chandler",1
5,"Carol","Joey",4
5,"Carol","Phoebe",1
5,"Carol","Raymond",1
5,"Carol","Ross",4
5,"Carol","The Casting Director",2
5,"Chandler","Cop",1
5,"Chandler","Cynthia",1
5,"Chandler","Dan",3
5,"Chandler","Danny",2
5,"Chandler","Delivery Room Nurse",1
5,"Chandler","Doug",3
5,"Chandler","Dr. Harad",4
5,"Chandler","Drunken Gambler",2
5,"Chandler","Emeril",1
5,"Chandler","Emily",4
5,"Chandler","Fat Monica",1
5,"Chandler","Frank",4
5,"Chandler","Frank Sr.",1
5,"Chandler","Gary",13
5,"Chandler","Grandma Tribbiani",2
5,"Chandler","Gunther",4
5,"Chandler","Hotel Clerk",1
5,"Chandler","Joey",120
5,"Chandler","Joey's Doctor",1
5,"Chandler","Kara",3
5,"Chandler","Katie",1
5,"Chandler","Kim",1
5,"Chandler","Krista",1
5,"Chandler","Minister",1
5,"Chandler","Monica",129
5,"Chandler","Mr. Geller",4
5,"Chandler","Mr. Waltham",2
5,"Chandler","Mrs. Geller",5
5,"Chandler","Mrs. Waltham",2
5,"Chandler","Nurse",2
5,"Chandler","Phoebe",89
5,"Chandler","Rachel",85
5,"Chandler","Ross",96
5,"Chandler","The Croupier",1
5,"Chandler","The Doctor",1
5,"Chandler","The Guys",1
5,"Chandler","The Paramedic",1
5,"Cop","Gary",1
5,"Cop","Guy",1
5,"Cop","Joey",1
5,"Cop","Monica",1
5,"Cop","Phoebe",2
5,"Cop","Rachel",1
5,"Cynthia","Joey",1
5,"Cynthia","Rachel",1
5,"Dan","Delivery Room Nurse",1
5,"Dan","Dr. Harad",2
5,"Dan","Frank",2
5,"Dan","Joey",1
5,"Dan","Joey's Doctor",1
5,"Dan","Monica",3
5,"Dan","Nurse",1
5,"Dan","Phoebe",2
5,"Dan","Rachel",2
5,"Dan","Ross",1
5,"Danny","Joey",3
5,"Danny","Krista",3
5,"Danny","Monica",7
5,"Danny","Phoebe",2
5,"Danny","Rachel",10
5,"Danny","Tom",1
5,"Dave","Joey",1
5,"Dave","Monica",1
5,"Dave","Rachel",1
5,"Dave","Ross",1
5,"Delivery Room Nurse","Dr. Harad",1
5,"Delivery Room Nurse","Frank",1
5,"Delivery Room Nurse","Joey",1
5,"Delivery Room Nurse","Monica",1
5,"Delivery Room Nurse","Nurse",1
5,"Delivery Room Nurse","Phoebe",1
5,"Delivery Room Nurse","Rachel",1
5,"Delivery Room Nurse","Ross",1
5,"Doug","Kara",3
5,"Doug","Monica",3
5,"Dr. Harad","Frank",4
5,"Dr. Harad","Joey",3
5,"Dr. Harad","Joey's Doctor",1
5,"Dr. Harad","Monica",3
5,"Dr. Harad","Nurse",1
5,"Dr. Harad","Phoebe",5
5,"Dr. Harad","Rachel",4
5,"Dr. Harad","Ross",3
5,"Dr. Ledbetter","Ross",1
5,"Dr. Leedbetter","Ross",1
5,"Dr. Miller","Monica",1
5,"Dr. Miller","Rachel",1
5,"Dr. Oberman","Frank",1
5,"Dr. Oberman","Phoebe",1
5,"Dr. Oberman","Ross",1
5,"Drunken Gambler","Monica",2
5,"Drunken Gambler","The Croupier",1
5,"Elizabeth","Ross",2
5,"Emeril","Monica",1
5,"Emily","Joey",4
5,"Emily","Minister",1
5,"Emily","Monica",5
5,"Emily","Mr. Geller",1
5,"Emily","Mr. Waltham",1
5,"Emily","Mrs. Geller",2
5,"Emily","Mrs. Waltham",1
5,"Emily","Phoebe",3
5,"Emily","Rachel",5
5,"Emily","Ross",5
5,"Fat Monica","Monica",1
5,"Fat Monica","Mr. Geller",1
5,"Fat Monica","Mrs. Geller",1
5,"Fat Monica","Ross",1
5,"Flight Attendant","Rachel",2
5,"Flight Attendant","Ross",2
5,"Frank","Joey",3
5,"Frank","Joey's Doctor",1
5,"Frank","Monica",3
5,"Frank","Nurse",1
5,"Frank","Phoebe",5
5,"Frank","Rachel",4
5,"Frank","Ross",4
5,"Frank Sr.","Joey",1
5,"Frank Sr.","Monica",1
5,"Frank Sr.","Phoebe",2
5,"Frank Sr.","Rachel",1
5,"Frank Sr.","Ross",1
5,"Gary","Joey",7
5,"Gary","Monica",7
5,"Gary","Phoebe",11
5,"Gary","Rachel",2
5,"Gary","Ross",6
5,"Gary Collins","Joey",2
5,"Gary Collins","PBS Volunteer",1
5,"Gary Collins","Phoebe",2
5,"Gary Collins","Stage Director",1
5,"Grandma Tribbiani","Joey",2
5,"Grandma Tribbiani","Monica",1
5,"Grandma Tribbiani","Phoebe",2
5,"Grandma Tribbiani","Rachel",2
5,"Grandma Tribbiani","Ross",2
5,"Guest #1","Phoebe",1
5,"Guest #1","Ross",1
5,"Guest #1","Steve",1
5,"Guest #2","Guest #3",1
5,"Guest #2","Phoebe",1
5,"Guest #2","Ross",1
5,"Guest #2","Steve",1
5,"Guest #3","Phoebe",1
5,"Guest #3","Ross",1
5,"Guest #3","Steve",1
5,"Gunther","Janice",1
5,"Gunther","Joey",5
5,"Gunther","Larry",1
5,"Gunther","Monica",3
5,"Gunther","Phoebe",4
5,"Gunther","Rachel",3
5,"Gunther","Ross",4
5,"Guy","Phoebe",1
5,"Hotel Clerk","Monica",1
5,"Janice","Joey",3
5,"Janice","Monica",1
5,"Janice","Phoebe",2
5,"Janice","Rachel",2
5,"Janice","Ross",3
5,"Jen","Joey",1
5,"Jen","Ross",2
5,"Jen","The Hot Girl",1
5,"Jen","The Man",1
5,"Joey","Joey's Doctor",3
5,"Joey","Joey's Hand Twin",2
5,"Joey","Katie",3
5,"Joey","Krista",1
5,"Joey","Minister",1
5,"Joey","Monica",97
5,"Joey","Mr. Geller",1
5,"Joey","Mr. Waltham",1
5,"Joey","Mrs. Geller",2
5,"Joey","Mrs. Waltham",1
5,"Joey","Nurse",2
5,"Joey","PBS Volunteer",1
5,"Joey","Phoebe",87
5,"Joey","Rachel",87
5,"Joey","Raymond",1
5,"Joey","Ross",102
5,"Joey","Stage Director",2
5,"Joey","Stanley",1
5,"Joey","The Casting Director",3
5,"Joey","The Grip",1
5,"Joey","The Guys",1
5,"Joey","The Little Girl",1
5,"Joey","The Old Man",1
5,"Joey","The Security Guard",1
5,"Joey's Doctor","Monica",2
5,"Joey's Doctor","Phoebe",1
5,"Joey's Doctor","Rachel",1
5,"Joey's Doctor","Ross",2
5,"Joey's Hand Twin","Phoebe",1
5,"Joey's Hand Twin","The Security Guard",1
5,"Kara","Monica",3
5,"Katie","Monica",1
5,"Katie","Phoebe",1
5,"Katie","Rachel",2
5,"Katie","Ross",1
5,"Kim","Nancy",4
5,"Kim","Rachel",4
5,"Krista","Monica",1
5,"Krista","Rachel",3
5,"Larry","Monica",1
5,"Larry","Phoebe",3
5,"Minister","Mrs. Geller",1
5,"Minister","Rachel",1
5,"Minister","Ross",1
5,"Monica","Mr. Geller",4
5,"Monica","Mr. Waltham",2
5,"Monica","Mrs. Geller",4
5,"Monica","Mrs. Waltham",2
5,"Monica","Nurse",2
5,"Monica","Phoebe",88
5,"Monica","Rachel",100
5,"Monica","Ross",78
5,"Monica","The Croupier",2
5,"Monica","The Doctor",1
5,"Monica","The Guys",1
5,"Monica","The Man",1
5,"Monica","The Paramedic",1
5,"Monica","The Teacher",1
5,"Monica","Tom",1
5,"Mr. Geller","Mr. Waltham",1
5,"Mr. Geller","Mrs. Geller",4
5,"Mr. Geller","Mrs. Waltham",1
5,"Mr. Geller","Phoebe",1
5,"Mr. Geller","Rachel",3
5,"Mr. Geller","Ross",4
5,"Mr. Geller","The Doctor",1
5,"Mr. Geller","The Paramedic",1
5,"Mr. Waltham","Mrs. Geller",1
5,"Mr. Waltham","Mrs. Waltham",2
5,"Mr. Waltham","Phoebe",1
5,"Mr. Waltham","Rachel",2
5,"Mr. Waltham","Ross",2
5,"Mr. Zelner","Rachel",2
5,"Mrs. Bing","The Housekeeper",1
5,"Mrs. Geller","Mrs. Waltham",1
5,"Mrs. Geller","Phoebe",1
5,"Mrs. Geller","Rachel",4
5,"Mrs. Geller","Ross",5
5,"Mrs. Geller","The Doctor",1
5,"Mrs. Geller","The Paramedic",1
5,"Mrs. Waltham","Phoebe",1
5,"Mrs. Waltham","Rachel",2
5,"Mrs. Waltham","Ross",2
5,"Nancy","Rachel",4
5,"Nurse","Phoebe",2
5,"Nurse","Rachel",2
5,"Nurse","Ross",2
5,"PBS Volunteer","Phoebe",1
5,"PBS Volunteer","Stage Director",1
5,"Phoebe","Rachel",78
5,"Phoebe","Ross",76
5,"Phoebe","Stage Director",1
5,"Phoebe","Steve",3
5,"Phoebe","The Croupier",1
5,"Phoebe","The Guys",1
5,"Phoebe","The Lurker",2
5,"Phoebe","The Man",1
5,"Phoebe","The Security Guard",2
5,"Phoebe","The Smoking Woman",1
5,"Phoebe","The Teacher",2
5,"Rachel","Ross",92
5,"Rachel","The Doctor",1
5,"Rachel","The Guys",1
5,"Rachel","The Paramedic",1
5,"Rachel","The Salesman",1
5,"Rachel","The Teacher",2
5,"Rachel","Tom",1
5,"Rachel","Woman No. 1",1
5,"Rachel","Woman No. 2",1
5,"Raymond","Ross",1
5,"Raymond","The Casting Director",1
5,"Ross","Steve",3
5,"Ross","The Casting Director",2
5,"Ross","The Doctor",1
5,"Ross","The Guys",1
5,"Ross","The Hot Girl",1
5,"Ross","The Little Girl",1
5,"Ross","The Man",1
5,"Ross","The Old Man",1
5,"Ross","The Paramedic",1
5,"Ross","The Salesman",1
5,"Ross","The Saleswoman",1
5,"Stanley","The Grip",1
5,"The Doctor","The Paramedic",1
5,"The Hot Girl","The Man",1
5,"The Little Girl","The Old Man",1
5,"The Lurker","The Security Guard",1
5,"Woman No. 1","Woman No. 2",1
6,"A Crew Member","Alex",1
6,"A Crew Member","Chandler",1
6,"A Crew Member","Joey",1
6,"A Crew Member","The Director",1
6,"A Student","Rachel",1
6,"A Student","Ross",1
6,"Alex","Chandler",1
6,"Alex","Joey",1
6,"Alex","The Director",1
6,"Buffay, the Vampire Layer","Chandler",1
6,"Buffay, the Vampire Layer","Joey",1
6,"Buffay, the Vampire Layer","Monica",1
6,"Buffay, the Vampire Layer","Phoebe",1
6,"Buffay, the Vampire Layer","Rachel",1
6,"Buffay, the Vampire Layer","Ross",1
6,"Buffay, the Vampire Layer","The Vampire",1
6,"Burt","Elizabeth",2
6,"Burt","Lydia",1
6,"Burt","Mel",1
6,"Burt","Ross",3
6,"C.H.E.E.S.E.","Joey",2
6,"C.H.E.E.S.E.","The Producer",1
6,"C.H.E.E.S.E.","Wayne",1
6,"Casting Director #1","Joey",1
6,"Casting Director #2","Joey",1
6,"Casting Director #3","Joey",1
6,"Chandler","Customer",1
6,"Chandler","Dana",2
6,"Chandler","Eldad",1
6,"Chandler","Elizabeth",2
6,"Chandler","Estelle",1
6,"Chandler","Fireman #1",1
6,"Chandler","Gunther",3
6,"Chandler","Interviewer",1
6,"Chandler","Janine",9
6,"Chandler","Jill",2
6,"Chandler","Joey",75
6,"Chandler","Lisa",1
6,"Chandler","Male Jeweler",1
6,"Chandler","Matire'd",1
6,"Chandler","Monica",85
6,"Chandler","Mr. Geller",2
6,"Chandler","Mrs. Geller",2
6,"Chandler","Patrick",1
6,"Chandler","Paul",3
6,"Chandler","Phoebe",60
6,"Chandler","Rachel",52
6,"Chandler","Richard",3
6,"Chandler","Ross",50
6,"Chandler","Sebastian",1
6,"Chandler","The Director",1
6,"Chandler","The Museum Official",2
6,"Chandler","The Potential Roommate",1
6,"Chandler","The Vampire",1
6,"Chandler","Wayne",1
6,"Chandler","Woman",2
6,"Customer","Gunther",1
6,"Customer","Joey",1
6,"Customer","Monica",1
6,"Customer","Phoebe",1
6,"Customer","Rachel",1
6,"Customer","Ross",1
6,"Customer","Woman",1
6,"Director","Janine",1
6,"Director","Joey",4
6,"Director","Monica",3
6,"Director","Ross",4
6,"Dr. Leedbetter","Joey",1
6,"Dr. Leedbetter","Monica",1
6,"Dr. Leedbetter","Phoebe",1
6,"Dr. Leedbetter","Rachel",1
6,"Dr. Leedbetter","Ross",1
6,"Eldad","Monica",1
6,"Eldad","Patrick",1
6,"Eldad","Phoebe",1
6,"Eldad","Rachel",1
6,"Elizabeth","First Dorm Guy",1
6,"Elizabeth","Joey",1
6,"Elizabeth","Lydia",1
6,"Elizabeth","Mel",1
6,"Elizabeth","Monica",2
6,"Elizabeth","Paul",7
6,"Elizabeth","Phoebe",2
6,"Elizabeth","Rachel",8
6,"Elizabeth","Ross",16
6,"Elizabeth","Sarah",1
6,"Elizabeth","Second Dorm Guy",1
6,"Elizabeth","Zoe",1
6,"Estelle","Joey",2
6,"Estelle","Monica",1
6,"Estelle","Phoebe",1
6,"Female Clerk","Joey",1
6,"Female Jeweler","Male Jeweler",1
6,"Female Jeweler","Phoebe",1
6,"Fireman #1","Joey",1
6,"Fireman #1","Monica",1
6,"Fireman #1","Phoebe",1
6,"Fireman #1","Rachel",1
6,"Fireman #2","Phoebe",1
6,"Fireman #2","Rachel",1
6,"First Dorm Guy","Ross",1
6,"First Dorm Guy","Sarah",1
6,"First Dorm Guy","Second Dorm Guy",1
6,"First Dorm Guy","Zoe",1
6,"Gunther","Jill",1
6,"Gunther","Joey",10
6,"Gunther","Monica",3
6,"Gunther","Patron",1
6,"Gunther","Phoebe",4
6,"Gunther","Rachel",5
6,"Gunther","Ross",6
6,"Gunther","The Fan",1
6,"Gunther","Woman",1
6,"Guy #1","Joey",1
6,"Guy #1","Woman",1
6,"Guy #2","Joey",1
6,"Guy #2","The Porsche Owner",1
6,"Interviewer","Monica",1
6,"Janine","Joey",11
6,"Janine","Monica",8
6,"Janine","Phoebe",2
6,"Janine","Rachel",4
6,"Janine","Ross",6
6,"Jill","Joey",3
6,"Jill","Monica",3
6,"Jill","Phoebe",2
6,"Jill","Rachel",8
6,"Jill","Ross",6
6,"Jill","Woman",2
6,"Joey","Monica",56
6,"Joey","Mr. Bowmont",1
6,"Joey","Mr. Geller",2
6,"Joey","Mr. Thompson",3
6,"Joey","Mrs. Geller",3
6,"Joey","Passerby",1
6,"Joey","Patron",1
6,"Joey","Paul",2
6,"Joey","Phoebe",59
6,"Joey","Rachel",53
6,"Joey","Ross",47
6,"Joey","The Director",1
6,"Joey","The Dry Cleaner",3
6,"Joey","The Fan",1
6,"Joey","The Porsche Owner",1
6,"Joey","The Potential Roommate",2
6,"Joey","The Producer",1
6,"Joey","The Vampire",1
6,"Joey","Wayne",3
6,"Joey","Woman",6
6,"Judge","Rachel",1
6,"Judge","Ross",1
6,"Karin","Meg",1
6,"Karin","Phoebe",1
6,"Karin","Ross",1
6,"Karin","Stephanie",1
6,"Lisa","Monica",1
6,"Lisa","Richard",1
6,"Lydia","Mel",1
6,"Lydia","Ross",1
6,"Male Jeweler","Phoebe",2
6,"Matire'd","Monica",1
6,"Matire'd","Richard",1
6,"Meg","Phoebe",1
6,"Meg","Ross",1
6,"Meg","Stephanie",1
6,"Mel","Ross",1
6,"Monica","Mr. Geller",2
6,"Monica","Mrs. Geller",3
6,"Monica","Patrick",1
6,"Monica","Paul",2
6,"Monica","Phoebe",57
6,"Monica","Rachel",59
6,"Monica","Richard",6
6,"Monica","Ross",49
6,"Monica","Sebastian",1
6,"Monica","The Museum Official",2
6,"Monica","The Professor",1
6,"Monica","The Vampire",1
6,"Monica","Waitress",1
6,"Monica","Woman",2
6,"Mr. Bowmont","Phoebe",1
6,"Mr. Bowmont","Rachel",1
6,"Mr. Geller","Mrs. Geller",2
6,"Mr. Geller","Phoebe",2
6,"Mr. Geller","Rachel",2
6,"Mr. Geller","Ross",2
6,"Mr. Thompson","Phoebe",3
6,"Mr. Thompson","Rachel",3
6,"Mrs. Geller","Phoebe",2
6,"Mrs. Geller","Rachel",3
6,"Mrs. Geller","Ross",2
6,"Passerby","Rachel",1
6,"Passerby","Ross",1
6,"Patrick","Phoebe",1
6,"Patrick","Rachel",1
6,"Paul","Phoebe",3
6,"Paul","Rachel",14
6,"Paul","Ross",10
6,"Phoebe","Rachel",74
6,"Phoebe","Ross",47
6,"Phoebe","Sebastian",1
6,"Phoebe","Stephanie",1
6,"Phoebe","The Dry Cleaner",2
6,"Phoebe","The Fan",1
6,"Phoebe","The Museum Official",1
6,"Phoebe","The Vampire",1
6,"Phoebe","Ursula",1
6,"Phoebe","Woman",2
6,"Rachel","Ross",71
6,"Rachel","Russell",1
6,"Rachel","Sebastian",1
6,"Rachel","The Museum Official",1
6,"Rachel","The Professor",1
6,"Rachel","The Vampire",1
6,"Rachel","Woman",4
6,"Richard","Waitress",1
6,"Ross","Russell",1
6,"Ross","Sarah",1
6,"Ross","Sebastian",1
6,"Ross","Second Dorm Guy",1
6,"Ross","Stephanie",1
6,"Ross","The Professor",1
6,"Ross","The Vampire",1
6,"Ross","Woman",3
6,"Ross","Zoe",1
6,"Sarah","Second Dorm Guy",1
6,"Sarah","Zoe",1
6,"Second Dorm Guy","Zoe",1
6,"The Producer","Wayne",1
7,"A Waiter in Drag","Chandler",1
7,"A Waiter in Drag","Helena",1
7,"A Waiter in Drag","Monica",1
7,"A Waiter in Drag","Waiter in Drag",1
7,"Ben","Carol",2
7,"Ben","Chandler",3
7,"Ben","Joey",1
7,"Ben","Monica",2
7,"Ben","Phoebe",2
7,"Ben","Rachel",6
7,"Ben","Ross",7
7,"C.H.E.E.S.E","Chandler",1
7,"C.H.E.E.S.E","Joey",1
7,"C.H.E.E.S.E","Mac",1
7,"C.H.E.E.S.E","Monica",1
7,"C.H.E.E.S.E","Phoebe",1
7,"C.H.E.E.S.E","Rachel",1
7,"C.H.E.E.S.E","Ross",1
7,"Carol","Rachel",2
7,"Carol","Ross",1
7,"Chandler","Fat Monica",1
7,"Chandler","Gary",1
7,"Chandler","Guy",1
7,"Chandler","Helena",3
7,"Chandler","Hums While He Pees",1
7,"Chandler","Jake",1
7,"Chandler","Joey",62
7,"Chandler","Julie",1
7,"Chandler","Kristen",1
7,"Chandler","Mac",1
7,"Chandler","Maitre d'",1
7,"Chandler","Monica",95
7,"Chandler","Mr. Bing",2
7,"Chandler","Mr. Geller",10
7,"Chandler","Mrs. Bing",2
7,"Chandler","Mrs. Geller",7
7,"Chandler","Phoebe",60
7,"Chandler","Rachel",52
7,"Chandler","Ross",55
7,"Chandler","Tag",8
7,"Chandler","The Man",1
7,"Chandler","The Photographer",1
7,"Chandler","The Rabbi",1
7,"Chandler","The Woman",1
7,"Chandler","Waiter in Drag",1
7,"Chandler","Woman",1
7,"David","Joey",1
7,"David","Monica",1
7,"David","Phoebe",3
7,"Dr. Stryker Remoray","Joey",1
7,"Dr. Stryker Remoray","Nurse #1",1
7,"Dr. Stryker Remoray","Nurse #2",1
7,"Dr. Stryker Remoray","Terry",1
7,"Earl","Marge",1
7,"Earl","Phoebe",4
7,"Earl","Supervisor",1
7,"Earl","The ""Hey Guy"" Guy",1
7,"Fat Monica","Joey",1
7,"Fat Monica","Monica",1
7,"Fat Monica","Phoebe",1
7,"Fat Monica","Rachel",1
7,"Fat Monica","Ross",1
7,"Frannie","Monica",1
7,"Frannie","Ross",1
7,"Gary","Monica",1
7,"Gunther","Joey",1
7,"Gunther","Melissa",1
7,"Gunther","Monica",1
7,"Gunther","Mr. Geller",1
7,"Gunther","Mrs. Geller",1
7,"Gunther","Rachel",1
7,"Gunther","Ross",2
7,"Guy","Helena",1
7,"Guy","Monica",1
7,"Helena","Monica",3
7,"Helena","Waiter in Drag",1
7,"Hilda","Rachel",1
7,"Hilda","Tag",1
7,"Hums While He Pees","Monica",1
7,"Hums While He Pees","Phoebe",1
7,"Hums While He Pees","Ross",1
7,"Jake","Joey",1
7,"Jake","Man",1
7,"Jake","Monica",1
7,"Jake","Phoebe",2
7,"Jessica Ashley","Joey",1
7,"Jessica Ashley","Rachel",1
7,"Joey","Kristen",2
7,"Joey","Mac",1
7,"Joey","Man",1
7,"Joey","Melissa",1
7,"Joey","Monica",62
7,"Joey","Mr. Bing",1
7,"Joey","Mr. Geller",5
7,"Joey","Mrs. Bing",1
7,"Joey","Mrs. Geller",5
7,"Joey","Nurse #1",1
7,"Joey","Nurse #2",1
7,"Joey","Phoebe",64
7,"Joey","Rachel",72
7,"Joey","Richard",6
7,"Joey","Ross",58
7,"Joey","Tag",9
7,"Joey","Terry",2
7,"Joey","The Assistant Director",2
7,"Joey","The Director",5
7,"Joey","The Man",1
7,"Joey","The Man In The Sportscar",1
7,"Joey","The Presenter",1
7,"Joey","The Rabbi",1
7,"Joey","The Waiter",1
7,"Joey","The Woman",1
7,"Joey","Waitress",1
7,"Joey","Woman",2
7,"Julie","Monica",1
7,"Kathy","Phoebe",1
7,"Kathy","Rachel",1
7,"Kathy","Tag",1
7,"Kristen","Ross",2
7,"Kyle","Phoebe",1
7,"Kyle","Ross",1
7,"Kyle","Whitney",1
7,"Lewis","Morse",1
7,"Lewis","Ross",2
7,"Mac","Monica",1
7,"Mac","Phoebe",1
7,"Mac","Rachel",1
7,"Mac","Ross",1
7,"Maitre d'","Monica",1
7,"Man","Phoebe",1
7,"Marge","Phoebe",1
7,"Megan","Monica",2
7,"Megan","Phoebe",2
7,"Megan","Rachel",2
7,"Melissa","Monica",1
7,"Melissa","Phoebe",3
7,"Melissa","Rachel",5
7,"Melissa","Ross",1
7,"Melissa","Tag",1
7,"Monica","Mr. Bing",3
7,"Monica","Mr. Geller",12
7,"Monica","Mrs. Bing",3
7,"Monica","Mrs. Geller",9
7,"Monica","Phoebe",79
7,"Monica","Rachel",51
7,"Monica","Ross",56
7,"Monica","Tag",7
7,"Monica","The Man",1
7,"Monica","The Photographer",1
7,"Monica","The Rabbi",1
7,"Monica","The Woman",1
7,"Monica","Waiter in Drag",1
7,"Monica","Woman",2
7,"Morse","Ross",2
7,"Mr. Bing","Mr. Geller",3
7,"Mr. Bing","Mrs. Bing",3
7,"Mr. Bing","Mrs. Geller",3
7,"Mr. Bing","Phoebe",3
7,"Mr. Bing","Rachel",2
7,"Mr. Bing","Ross",3
7,"Mr. Bing","The Rabbi",1
7,"Mr. Bing","Woman",1
7,"Mr. Geller","Mrs. Bing",3
7,"Mr. Geller","Mrs. Geller",9
7,"Mr. Geller","Phoebe",8
7,"Mr. Geller","Rachel",5
7,"Mr. Geller","Ross",12
7,"Mr. Geller","Tag",1
7,"Mr. Geller","The Rabbi",1
7,"Mr. Geller","Woman",1
7,"Mr. Zelner","Rachel",1
7,"Mr. Zelner","Tag",1
7,"Mrs. Bing","Mrs. Geller",3
7,"Mrs. Bing","Phoebe",3
7,"Mrs. Bing","Rachel",2
7,"Mrs. Bing","Ross",3
7,"Mrs. Bing","The Rabbi",1
7,"Mrs. Bing","Woman",1
7,"Mrs. Geller","Phoebe",7
7,"Mrs. Geller","Rachel",6
7,"Mrs. Geller","Ross",6
7,"Mrs. Geller","Tag",1
7,"Mrs. Geller","The Rabbi",1
7,"Mrs. Geller","Woman",1
7,"Nurse #1","Nurse #2",1
7,"Nurse #1","Terry",1
7,"Nurse #2","Terry",1
7,"Phoebe","Rachel",67
7,"Phoebe","Ross",60
7,"Phoebe","Supervisor",2
7,"Phoebe","Tag",8
7,"Phoebe","The ""Hey Guy"" Guy",1
7,"Phoebe","The Fireman",1
7,"Phoebe","The Rabbi",1
7,"Phoebe","The Waiter",1
7,"Phoebe","Ursula",1
7,"Phoebe","Waitress",1
7,"Phoebe","Whitney",2
7,"Phoebe","Woman",3
7,"Policeman","Rachel",2
7,"Policeman","Ross",2
7,"Rachel","Ross",52
7,"Rachel","Tag",23
7,"Rachel","The Presenter",1
7,"Rachel","The Rabbi",2
7,"Rachel","The Woman",1
7,"Rachel","Woman",1
7,"Richard","The Assistant Director",2
7,"Richard","The Director",5
7,"Ross","Salesman",1
7,"Ross","Tag",7
7,"Ross","The Man In The Sportscar",1
7,"Ross","The Rabbi",1
7,"Ross","Whitney",2
7,"Ross","Woman",3
7,"Supervisor","The ""Hey Guy"" Guy",1
7,"The Assistant Director","The Director",2
7,"Waitress","Woman",1
8,"Airline Employee","Chandler",1
8,"Airline Employee","Monica",1
8,"Anxious Wedding Guest","Chandler",1
8,"Anxious Wedding Guest","Ross",1
8,"Aunt Lisa","Chandler",2
8,"Aunt Lisa","Joey",2
8,"Aunt Lisa","Man",2
8,"Aunt Lisa","Monica",2
8,"Aunt Lisa","Mr. Geller",2
8,"Aunt Lisa","Mrs. Geller",2
8,"Aunt Lisa","Parker",2
8,"Aunt Lisa","Phoebe",2
8,"Aunt Lisa","Rachel",2
8,"Aunt Lisa","Ross",2
8,"Aunt Lisa","Uncle Dan",1
8,"Aunt Lisa","Woman",2
8,"Ballerina","Chandler",1
8,"Ballerina","Cowgirl",1
8,"Ballerina","Eric",1
8,"Ballerina","Girl",1
8,"Ballerina","Joey",1
8,"Ballerina","Kids",1
